南長井駅,Minami-Nagai Station,
南長岡駅,Minami-Nagaoka Station,
南流山駅,Minami-Nagareyama Station,
南永山駅,Minami-Nagayama Station,
南中川駅,Minami-Nakagawa Station,
南中郷駅,Minami-Nakagō Station,
南野駅,Minamino Station,
南延岡駅,Minami-Nobeoka Station,
南直方御殿口駅,Minami-Nōgata Gotenguchi Station,
南大高駅,Minami-Ōdaka Station,
南小野田駅,Minami-Onoda Station,
南大分駅,Minami-Ōita Station,
南大町駅,Minami-Ōmachi Station,
南大嶺駅,Minami-Ōmine Station,
南大沢駅,Minami-Ōsawa Station,
南太田駅,Minami-Ōta Station,
南大塚駅,Minami-Ōtsuka Station,
南小谷駅,Minami-Otari Station,
南小樽駅,Minami-Otaru Station,
南比布駅,Minami-Pippu Station,
南林間駅,Minami-Rinkan Station,
南寒河江駅,Minami-Sagae Station,
南栄駅,Minamisakae Station,
南酒出駅,Minami-Sakaide Station,
南桜井駅,Minami Sakurai Station,
南桜井駅,Minami-Sakurai Station,
南仙台駅,Minami-Sendai Station,
南千住駅,Minami-Senju Station,
南千里駅,Minami-Senri Station,
南瀬高駅,Minami-Setaka Station,
南摂津駅,Minami-Settsu Station,
南斜里駅,Minami-Shari Station,
南滋賀駅,Minami-Shiga Station,
南島原駅,Minami-Shimabara Station,
南清水沢駅,Minami-Shimizusawa Station,
南下沼駅,Minami-Shimonuma Station,
南下徳富駅,Minami-Shimotoppu Station,
南宍道駅,Minami-Shinji Station,
南新庄駅,Minami-Shinjō Station,
南新宿駅,Minami-Shinjuku Station,
南酒々井駅,Minami-Shisui Station,
南吹田駅,Minami-Suita Station,
南砂町駅,Minami-Sunamachi Station,
南高田駅,Minami-Takada Station,
南高崎駅,Minami-Takasaki Station,
南多摩駅,Minami-Tama Station,
南田辺駅,Minami-Tanabe Station,
南巽駅,Minami-Tatsumi Station,
南弟子屈駅,Minami-Teshikaga Station,
南富山駅,Minami-Toyama Station,
南富山駅前駅,Minamitoyama-ekimae Station,
南豊科駅,Minami-Toyoshina Station,
南魚崎駅,Minami-Uozaki Station,
南浦和駅,Minami-Urawa Station,
南宇都宮駅,Minami-Utsunomiya Station,
南若松駅,Minami-Wakamatsu Station,
南稚内駅,Minami-Wakkanai Station,
南ウッディタウン駅,Minami Woody Town Station,
南矢代駅,Minami-Yashiro Station,
南四日市駅,Minami-Yokkaichi Station,
南米沢駅,Minami-Yonezawa Station,
南与野駅,Minami-Yono Station,
みなみ寄居駅,Minami-yorii Station,
南吉田駅,Minami-Yoshida Station,
南由布駅,Minami-Yufu Station,
南行橋駅,Minami-Yukuhashi Station,
皆野駅,Minano Station,
見奈良駅,Minara Station,
水無瀬駅,Minase Station,
湊駅,Minato Station,
港町駅,Minatochō Station,
湊川駅,Minatogawa Station,
湊川公園駅,Minatogawakōen Station,
みなとじま駅,Minatojima Station,
港区役所駅,Minato Kuyakusho Station,
みなと元町駅,Minatomotomachi Station,
港山駅,Minatoyama Station,
三縄駅,Minawa Station,
美祢駅,Mine Station,
峰停留場,Mine Station,
峰延駅,Minenobu Station,
峰山駅,Mineyama Station,
峰吉川駅,Mineyoshikawa Station,
美濃赤坂駅,Mino-Akasaka Station,
見能林駅,Minobayashi Station,
身延駅,Minobu Station,
美乃浜学園駅,Minohamagakuen Station,
箕面萱野駅,Minoh-kayano Station,
美濃本郷駅,Mino-Hongō Station,
箕面船場阪大前駅,Minoh-semba handai-mae Station,
美濃川合駅,Mino-Kawai Station,
美濃松山駅,Mino-Matsuyama Station,
箕面駅,Minoo Station,
美濃大久保駅,Mino-Ōkubo Station,
美濃太田駅,Mino-Ōta Station,
みのり台駅,Minoridai Station,
美乃坂本駅,Mino-Sakamoto Station,
三野瀬駅,Minose Station,
美濃市駅,Minoshi Station,
箕島駅,Minoshima Station,
美濃白鳥駅,Mino-Shirotori Station,
美濃高田駅,Mino-Takada Station,
箕谷駅,Minotani Station,
美濃津屋駅,Mino-Tsuya Station,
箕浦駅,Minoura Station,
三ノ輪駅,Minowa Station,
三ノ輪橋駅,Minowabashi Station,
美濃山崎駅,Mino-Yamazaki Station,
美濃青柳駅,Mino-Yanagi Station,
見沼代親水公園駅,Minumadai-shinsuikōen Station,
みらい平駅,Miraidaira Station,
三良坂駅,Mirasaka Station,
見老津駅,Mirozu Station,
御崎駅,Misaki Station,
三咲駅,Misaki Station,
美咲が丘駅,Misakigaoka Station,
三崎口駅,Misakiguchi Station,
みさき公園駅,Misakikōen Station,
御崎公園駅,Misakikōen Station,
水窪駅,Misakubo Station,
御陵駅,Misasagi Station,
美佐島駅,Misashima Station,
三里駅,Misato Station,
美里駅,Misato Station,
三郷駅,Misato Station,
三郷中央駅,Misatochūō Station,
三沢駅,Misawa Station,
三瀬谷駅,Misedani Station,
三島駅,Mishima Station,
三島二日町駅,Mishima-Futsukamachi Station,
三島広小路駅,Mishima-Hirokōji Station,
三島田町駅,Mishima-Tamachi Station,
美園駅,Misono Station,
美薗中央公園駅,Misono-Chūōkōen Station,
三角駅,Misumi Station,
三田駅,Mita Station,
三鷹駅,Mitaka Station,
三鷹台駅,Mitakadai Station,
御嵩駅,Mitake Station,
御嶽駅,Mitake Station,
御岳平駅,Mitakedaira Station,
御岳堂駅,Mitakedō Station,
御嵩口駅,Mitakeguchi Station,
御岳山駅,Mitakesan Station,
三滝駅,Mitaki Station,
三谷駅,Mitani Station,
三谷駅,Mitani Station,
美田園駅,Mitazono Station,
御幣島駅,Mitejima Station,
水戸駅,Mito Station,
弥刀駅,Mito Station,
三苫駅,Mitoma Station,
三津駅,Mitsu Station,
三菱自工前駅,Mitsubishi-jikō-mae Station,
三津浜駅,Mitsuhama Station,
三ツ石駅,Mitsuishi Station,
三石駅,Mitsuishi Station,
水海道駅,Mitsukaidō Station,
見附駅,Mitsuke Station,
三越前駅,Mitsukoshimae Station,
三口駅,Mitsukuchi Station,
三ツ境駅,Mitsukyō Station,
三妻駅,Mitsuma Station,
三俣駅,Mitsumata Station,
三松駅,Mitsumatsu Station,
三ツ松駅,Mitsumatsu Station,
三峰口駅,Mitsumineguchi Station,
三岡駅,Mitsuoka Station,
三沢駅,Mitsusawa Station,
三関駅,Mitsuseki Station,
三つ峠駅,Mitsutōge Station,
みつわ台駅,Mitsuwadai Station,
三ツ屋駅,Mitsuya Station,
三ツ沢上町駅,Mitsuzawa-Kamichō Station,
三ツ沢下町駅,Mitsuzawa-Shimochō Station,
三浦駅,Miura Station,
三浦海岸駅,Miurakaigan Station,
三輪駅,Miwa Station,
三輪崎駅,Miwasaki Station,
宮田駅,Miyada Station,
宮津駅,Miyazu Station,
宮ヶ浜駅,Miyagahama Station,
宮川駅,Miyagawa Station,
宮城野通駅,Miyagino-dori Station,
宮城野原駅,Miyaginohara Station,
宮口駅,Miyaguchi Station,
宮原駅,Miyahara Station,
宮地駅,Miyaji Station,
宮島ボートレース場駅,Miyajima Boat Race Jō Station,
宮島口駅,Miyajimaguchi Station,
三宅八幡駅,Miyake-Hachiman Station,
宮木駅,Miyaki Station,
宮古駅,Miyako Station,
都田駅,Miyakoda Station,
美夜古泉駅,Miyakoizumi Station,
都島駅,Miyakojima Station,
都城駅,Miyakonojō Station,
宮越駅,Miyakoshi Station,
美山駅,Miyama Station,
宮町駅,Miyamachi Station,
海山道駅,Miyamado Station,
宮前駅,Miyamae Station,
宮前平駅,Miyamaedaira Station,
三山木駅,Miyamaki Station,
宮守駅,Miyamori Station,
宮本武蔵駅,Miyamoto Musashi Station,
宮村駅,Miyamura Station,
宮野駅,Miyano Station,
宮ノ平駅,Miyanohira Station,
宮の陣駅,Miyanojin Station,
宮ノ越駅,Miyanokoshi Station,
宮ノ前停留場,Miyanomae Station,
宮の坂駅,Miyanosaka Station,
宮之阪駅,Miyanosaka Station,
宮の沢駅,Miyanosawa Station,
宮ノ下駅,Miyanoshita Station,
宮下駅,Miyashita Station,
宮田町駅,Miyatachō Station,
宮内駅,Miyauchi Station,
宮内駅,Miyauchi Station,
宮内駅,Miyauchi Station,
宮内串戸駅,Miyauchikushido Station,
宮脇駅,Miyawaki Station,
宮山駅,Miyayama Station,
宮崎駅,Miyazaki Station,
宮崎台駅,Miyazakidai Station,
宮崎神宮駅,Miyazakijingū Station,
宮崎空港駅,Miyazakikūkō Station,
御代志駅,Miyoshi Station,
三次駅,Miyoshi Station,
三好町駅,Miyoshichō Station,
三好ヶ丘駅,Miyoshigaoka Station,
御代田駅,Miyota Station,
御幸橋駅,Miyuki-bashi Station,
御幸辻駅,Miyukitsuji Station,
溝口駅,Mizoguchi Station,
溝の口駅,Mizonokuchi Station,
瑞江駅,Mizue Station,
水橋駅,Mizuhashi Station,
瑞穂駅,Mizuho Station,
みずほ台駅,Mizuhodai Station,
瑞穂区役所駅,Mizuho-Kuyakusho Station,
瑞穂運動場東駅,Mizuho-Undōjō-Higashi Station,
瑞穂運動場西駅,Mizuho-Undōjō-Nishi Station,
水居駅,Mizui Station,
水城駅,Mizuki Station,
三潴駅,Mizuma Station,
水間観音駅,Mizuma Kannon Station,
水巻駅,Mizumaki Station,
瑞浪駅,Mizunami Station,
水成川駅,Mizunarikawa Station,
水野駅,Mizuno Station,
水沼駅,Mizunuma Station,
水落駅,Mizuochi Station,
水沢駅,Mizusawa Station,
水沢江刺駅,Mizusawa-Esashi Station,
水島駅,Mizushima Station,
水尻駅,Mizushiri Station,
水田駅,Mizuta Station,
茂原駅,Mobara Station,
餅原駅,Mochibaru Station,
持田駅,Mochida Station,
用瀬駅,Mochigase Station,
用宗駅,Mochimune Station,
最上駅,Mogami Station,
舞木駅,Mōgi Station,
百草園駅,Mogusaen Station,
茂辺地駅,Moheji Station,
茂市駅,Moichi Station,
門司駅,Moji Station,
門司港駅,Mojikō Station,
茂吉記念館前駅,Mokichi Kinenkan-mae Station,
藻琴駅,Mokoto Station,
樅山駅,Momiyama Station,
桃谷駅,Momodani Station,
桃川駅,Momonokawa Station,
桃内駅,Momouchi Station,
桃浦駅,Momoura Station,
桃山駅,Momoyama Station,
桃山台駅,Momoyamadai Station,
桃山御陵前駅,Momoyama-Goryōmae Station,
桃山南口駅,Momoyama-Minamiguchi Station,
桃園駅,Momozono Station,
紋穂内駅,Momponai Station,
門田駅,Monden Station,
門戸厄神駅,Mondoyakujin Station,
物井駅,Monoi Station,
モノレール浜松町駅,Monorail Hamamatsuchō Station,
門静駅,Monshizu Station,
門前仲町駅,Monzennakachō Station,
真岡駅,Mooka Station,
モレラ岐阜駅,Morera-Gifu Station,
森駅,Mori Station,
森駅,Mori Station,
森口駅,Moriguchi Station,
守口駅,Moriguchi Station,
守口市駅,Moriguchishi Station,
森上駅,Morikami Station,
森町病院前駅,Morimachibyōin-mae Station,
森宮野原駅,Mori-Miyanohara Station,
森本駅,Morimoto Station,
茂林寺前駅,Morinjimae Station,
森ノ宮駅,Morinomiya Station,
盛岡駅,Morioka Station,
盛岡貨物ターミナル駅,Morioka Kamotsu Terminal Station,
杜せきのした駅,Morisekinoshita Station,
森下駅,Morishita Station,
森下駅,Morishita Station,
森下駅,Morishita Station,
森小路駅,Morishōji Station,
森田駅,Morita Station,
森岳駅,Moritake Station,
守恒駅,Moritsune Station,
守谷駅,Moriya Station,
守山駅,Moriyama Station,
森山駅,Moriyama Station,
守山駅,Moriyama Station,
守山自衛隊前駅,Moriyama-Jieitaimae Station,
守山市民病院駅,Moriyama-Shiminbyōin Station,
毛呂駅,Moro Station,
諸寄駅,Moroyose Station,
妹背牛駅,Moseushi Station,
茂尻駅,Moshiri Station,
もたて山駅,Motateyama Station,
茂木駅,Motegi Station,
本銚子駅,Moto-Chōshi Station,
本蓮沼駅,Motohasunuma Station,
本星崎駅,Moto-Hoshizaki Station,
本宿駅,Motojuku Station,
本宿駅,Motojuku Station,
元加治駅,Motokaji Station,
本笠寺駅,Moto-Kasadera Station,
元町駅,Motomachi Station,
元町駅,Motomachi Station,
元町・中華街駅,Motomachi Chūkagai Station,
本宮駅,Motomiya Station,
本中小屋駅,Moto-Nakagoya Station,
元山上口駅,Motosanjōguchi Station,
本巣駅,Motosu Station,
元住吉駅,Motosumiyoshi Station,
元田中駅,Mototanaka Station,
本楯駅,Mototate Station,
本輪西駅,Moto-Wanishi Station,
本山駅,Motoyama Station,
元山駅,Motoyama Station,
元山駅,Motoyama Station,
本山駅,Motoyama Station,
本山駅,Motoyama Station,
本八幡駅,Motoyawata Station,
本吉駅,Motoyoshi Station,
元善光寺駅,Motozenkōji Station,
百舌鳥駅,Mozu Station,
百舌鳥八幡駅,Mozuhachiman Station,
六田駅,Muda Station,
務田駅,Muden Station,
牟岐駅,Mugi Station,
六日町駅,Muikamachi Station,
向井原駅,Mukaibara Station,
向市場駅,Mukaichiba Station,
向河原駅,Mukaigawara Station,
向浜駅,Mukaihama Station,
向原駅,Mukaihara Station,
向島駅,Mukaijima Station,
向洋駅,Mukainada Station,
向之原駅,Mukainoharu Station,
向能代駅,Mukai-Noshiro Station,
向瀬上駅,Mukaisenoue Station,
向山駅,Mukaiyama Station,
鵡川駅,Mukawa Station,
武庫駅,Muko Station,
向ヶ丘駅,Mukōgaoka Station,
向ヶ丘遊園駅,Mukōgaokayūen Station,
武庫川駅,Mukogawa Station,
武庫川団地前駅,Mukogawadanchimae Station,
向原停留場,Mukōhara Station,
向日町駅,Mukōmachi Station,
武庫之荘駅,Mukonosō Station,
椋野駅,Mukuno Station,
村井駅,Murai Station,
村上駅,Murakami Station,
村上駅,Murakami Station,
村野駅,Murano Station,
紫駅,Murasaki Station,
村崎野駅,Murasakino Station,
村山駅,Murayama Station,
村山駅,Murayama Station,
牟礼駅,Mure Station,
室駅,Muro Station,
室堂駅,Murodō Station,
室見駅,Muromi Station,
室蘭駅,Muroran Station,
室生口大野駅,Murōguchi-Ōno Station,
武佐駅,Musa Station,
武佐駅,Musa Station,
武蔵藤沢駅,Musashi-Fujisawa Station,
武蔵引田駅,Musashi-Hikida Station,
武蔵五日市駅,Musashi-Itsukaichi Station,
武蔵小金井駅,Musashi-Koganei Station,
武蔵小杉駅,Musashi-Kosugi Station,
武蔵小山駅,Musashi-Koyama Station,
武蔵増戸駅,Musashi-Masuko Station,
武蔵溝ノ口駅,Musashi-Mizonokuchi Station,
武蔵中原駅,Musashi-Nakahara Station,
武蔵新田駅,Musashi-Nitta Station,
武蔵野台駅,Musashinodai Station,
武蔵嵐山駅,Musashi-Ranzan Station,
武蔵境駅,Musashi-Sakai Station,
武蔵関駅,Musashi-Seki Station,
武蔵新城駅,Musashi-Shinjō Station,
武蔵白石駅,Musashi-Shiraishi Station,
武蔵砂川駅,Musashi-Sunagawa Station,
武蔵高萩駅,Musashi-Takahagi Station,
武蔵浦和駅,Musashi-Urawa Station,
武蔵大和駅,Musashi-Yamato Station,
武蔵横手駅,Musashi-Yokote Station,
武蔵塚駅,Musashizuka Station,
虫川大杉駅,Mushigawa-Ōsugi Station,
六十谷駅,Musota Station,
六会日大前駅,Mutsuai-Nichidaimae Station,
陸奥赤石駅,Mutsu-Akaishi Station,
陸奥市川駅,Mutsu-Ichikawa Station,
陸奥岩崎駅,Mutsu-Iwasaki Station,
六実駅,Mutsumi Station,
陸奥湊駅,Mutsu-Minato Station,
陸奥森田駅,Mutsu-Morita Station,
六名駅,Mutsuna Station,
陸奥沢辺駅,Mutsu-Sawabe Station,
陸奥白浜駅,Mutsu-Shirahama Station,
陸奥鶴田駅,Mutsu-Tsuruda Station,
六浦駅,Mutsuura Station,
陸奥柳田駅,Mutsu-Yanagita Station,
陸奥横浜駅,Mutsu-Yokohama Station,
撫養駅,Muya Station,
名谷駅,Myōdani Station,
妙典駅,Myōden Station,
茗荷谷駅,Myōgadani Station,
妙法寺駅,Myōhōji Station,
妙法寺駅,Myōhōji Station,
妙寺駅,Myōji Station,
明神駅,Myōjin Station,
明星駅,Myōjō Station,
明覚駅,Myōkaku Station,
妙見口駅,Myōkenguchi Station,
妙見の水広場前駅,Myōkennomizu-Hirobamae Station,
妙見山駅,Myōkensan Station,
妙興寺駅,Myōkōji Station,
妙高高原駅,Myōkō-Kōgen Station,
妙国寺前駅,Myōkokujimae Station,
妙音通駅,Myōondōri Station,
妙蓮寺駅,Myōrenji Station,
妙心寺駅,Myōshinji Station,
名張駅,Nabari Station,
菜畑駅,Nabata Station,
鍋倉駅,Nabekura Station,
鍋原駅,Nabera Station,
鍋島駅,Nabeshima Station,
那智駅,Nachi Station,
灘駅,Nada Station,
名立駅,Nadachi Station,
苗穂駅,Naebo Station,
長江駅,Nagae Station,
長浜駅,Nagahama Station,
永原駅,Nagahara Station,
長原駅,Nagahara Station,
長原駅,Nagahara Station,
長堀橋駅,Nagahoribashi Station,
長井駅,Nagai Station,
長居駅,Nagai Station,
長池駅,Nagaike Station,
長泉なめり駅,Nagaizumi-Nameri Station,
長久手古戦場駅,Nagakute-Kosenjō Station,
長町駅,Nagamachi Station,
長町一丁目駅,Nagamachi-Itchōme Station,
長町南駅,Nagamachi-Minami Station,
長峰駅,Nagamine Station,
長森駅,Nagamori Station,
長苗代駅,Naganawashiro Station,
長野駅,Nagano Station,
長野原草津口駅,Naganohara-Kusatsuguchi Station,
長沼駅,Naganuma Station,
長沼駅,Naganuma Station,
長尾駅,Nagao Station,
長尾駅,Nagao Station,
永尾駅,Nagao Station,
長岡駅,Nagaoka Station,
長岡京駅,Nagaokakyō Station,
長岡天神駅,Nagaoka-Tenjin Station,
長柄駅,Nagara Station,
流山駅,Nagareyama Station,
流山温泉駅,Nagareyamaonsen Station,
流山セントラルパーク駅,Nagareyama-centralpark Station,
流山おおたかの森駅,Nagareyama Ōtakanomori Station,
長坂駅,Nagasaka Station,
長崎駅,Nagasaki Station,
長崎大学前駅,Nagasaki-daigakumae Station,
長崎駅前駅,Nagasakiekimae Station,
長里駅,Nagasato Station,
長沢駅,Nagasawa Station,
長瀬駅,Nagase Station,
長島駅,Nagashima Station,
長島ダム駅,Nagashima Dam Station,
長篠城駅,Nagashinojō Station,
長洲駅,Nagasu Station,
永田駅,Nagata Station,
長田駅,Nagata Station,
永田駅,Nagata Station,
長田駅,Nagata Station,
長田駅,Nagata Station,
永田町駅,Nagatachō Station,
長滝駅,Nagataki Station,
長谷駅,Nagatani Station,
長谷野駅,Nagatanino Station,
長門粟野駅,Nagato-Awano Station,
長門古市駅,Nagato-Furuichi Station,
長門二見駅,Nagato-Futami Station,
長門三隅駅,Nagato-Misumi Station,
長門本山駅,Nagato-Motoyama Station,
長門長沢駅,Nagato-Nagasawa Station,
長門大井駅,Nagato-Ōi Station,
長鳥駅,Nagatori Station,
長瀞駅,Nagatoro Station,
長門市駅,Nagatoshi Station,
長門湯本駅,Nagatoyumoto Station,
長津田駅,Nagatsuta Station,
長浦駅,Nagaura Station,
長浦駅,Nagaura Station,
長和駅,Nagawa Station,
長屋駅,Nagaya Station,
永山駅,Nagayama Station,
長山駅,Nagayama Station,
長与駅,Nagayo Station,
那岐駅,Nagi Station,
渚駅,Nagisa Station,
渚駅,Nagisa Station,
南木曽駅,Nagiso Station,
椥辻駅,Nagitsuji Station,
奈古駅,Nago Station,
長太ノ浦駅,Nagonoura Station,
名越駅,Nagose Station,
ナゴヤドーム前矢田駅,Nagoya Dome-mae Yada Station,
名古屋駅,Nagoya Station,
名古屋大学駅,Nagoyadaigaku Station,
名古屋貨物ターミナル駅,Nagoya Kamotsu Terminal Station,
名古屋港駅,Nagoyakō Station,
名古屋港駅,Nagoya-Minato Station,
名草駅,Nagusa Station,
南桑駅,Naguwa Station,
那覇空港駅,Naha Airport Station,
市立病院前駅,Naha City Hospital Station,
奈半利駅,Nahari Station,
奈井江駅,Naie Station,
撫牛子駅,Naijōshi Station,
名島駅,Najima Station,
那加駅,Naka Station,
中愛別駅,Nakaaibetsu Station,
中荒井駅,Nakaarai Station,
中原駅,Nakabaru Station,
中田駅,Nakada Station,
中深川駅,Nakafukawa Station,
中福良駅,Nakafukura Station,
中舟生駅,Nakafunyū Station,
中富良野駅,Nakafurano Station,
中埠頭駅,Nakafutō Station,
中ふ頭駅,Nakafutō Station,
中神駅,Nakagami Station,
中川駅,Nakagawa Station,
中川駅,Nakagawa Station,
中川原駅,Nakagawara Station,
中河原駅,Nakagawara Station,
中萱駅,Nakagaya Station,
中込駅,Nakagomi Station,
中強羅駅,Naka-Gōra Station,
中小屋駅,Nakagoya Station,
中萩駅,Nakahagi Station,
中浜駅,Nakahama Station,
中判田駅,Nakahanda Station,
中畑駅,Nakahata Station,
中井駅,Nakai Station,
中飯降駅,Nakaiburi Station,
中井侍駅,Nakaisamurai Station,
中板橋駅,Naka-Itabashi Station,
中泉駅,Nakaizumi Station,
中島駅,Nakajima Station,
中島埠頭駅,Nakajimafutō Station,
中島公園駅,Nakajimakōen Station,
中島公園通駅,Nakajimakōen-dōri Station,
中条駅,Nakajō Station,
中加積駅,Nakakazumi Station,
中軽井沢駅,Naka-Karuizawa Station,
中川辺駅,Nakakawabe Station,
中菰野駅,Naka-Komono Station,
中公園駅,Nakakōen Station,
中間駅,Nakama Station,
仲町台駅,Nakamachidai Station,
中松駅,Nakamatsu Station,
中松江駅,Nakamatsue Station,
中目黒駅,Naka-Meguro Station,
那珂湊駅,Nakaminato Station,
中三田駅,Nakamita Station,
中三依温泉駅,Nakamiyori-Onsen Station,
中水野駅,Nakamizuno Station,
中百舌鳥駅,Nakamozu Station,
中村駅,Nakamura Station,
中村橋駅,Nakamurabashi Station,
中村公園駅,Nakamura Kōen Station,
中村区役所駅,Nakamura Kuyakusho Station,
中村日赤駅,Nakamura Nisseki Station,
中名駅,Nakamyō Station,
中滑川駅,Naka-Namerikawa Station,
中根駅,Nakane Station,
中野駅,Nakano Station,
中野駅,Nakano Station,
中延駅,Nakanobu Station,
仲ノ町駅,Nakanochō Station,
中野富士見町駅,Nakano-Fujimicho Station,
中之郷駅,Nakanogō Station,
中野東駅,Nakanohigashi Station,
中之条駅,Nakanojō Station,
中野松川駅,Nakano-Matsukawa Station,
中野栄駅,Nakanosakae Station,
中野坂上駅,Nakano-Sakaue Station,
中ノ沢駅,Nakanosawa Station,
中の島駅,Nakanoshima Station,
中野島駅,Nakanoshima Station,
中之島駅,Nakanoshima Station,
中野新橋駅,Nakanoshinbashi Station,
中ノ庄駅,Nakanoshō Station,
中小国駅,Nakaoguni Station,
仲御徒町駅,Naka-Okachimachi Station,
中岡崎駅,Naka-Okazaki Station,
中小田井駅,Nakaotai Station,
中佐世保駅,Nakasasebo Station,
中里駅,Nakasato Station,
中佐都駅,Nakasato Station,
中沢駅,Nakasawa Station,
中瀬古駅,Nakaseko Station,
中斜里駅,Nakashari Station,
中島駅,Nakashima Station,
中新湊駅,Naka-Shimminato Station,
中塩田駅,Nakashioda Station,
中庄駅,Nakashō Station,
中須田駅,Nakasuda Station,
中菅谷駅,Naka-Sugaya Station,
中筋駅,Nakasuji Station,
中洲川端駅,Nakasukawabata Station,
中田駅,Nakata Station,
中田平駅,Naka-Tabira Station,
中多久駅,Nakataku Station,
中徳富駅,Nakatoppu Station,
中豊駅,Nakatoyo Station,
中津駅,Nakatsu Station,
中津駅,Nakatsu Station,
中津駅,Nakatsu Station,
中津幡駅,Naka-Tsubata Station,
中土駅,Nakatsuchi Station,
中津川駅,Nakatsugawa Station,
中妻駅,Nakatsuma Station,
中角駅,Nakatsuno Station,
中浦駅,Nakaura Station,
中浦和駅,Nakaurawa Station,
中八木駅,Nakayagi Station,
中山駅,Nakayama Station,
中山平温泉駅,Nakayamadaira-Onsen Station,
中山寺駅,Nakayamadera Station,
中山香駅,Naka-Yamaga Station,
中山口駅,Nakayamaguchi Station,
中山宿駅,Nakayamajuku Station,
中山観音駅,Nakayama-kannon Station,
中崎町駅,Nakazakichō Station,
中里駅,Nakazato Station,
那古船形駅,Nakofunakata Station,
勿来駅,Nakoso Station,
生麦駅,Namamugi Station,
生瀬駅,Namaze Station,
鯰田駅,Namazuta Station,
難波駅,Namba Station,
南部市場駅,Nambu-shijō Station,
滑河駅,Namegawa Station,
行川アイランド駅,Namegawa Island Station,
滑川駅,Namerikawa Station,
滑津駅,Namezu Station,
浪江駅,Namie Station,
浪花駅,Namihana Station,
浪板海岸駅,Namiita-Kaigan Station,
波方駅,Namikata Station,
並河駅,Namikawa Station,
並木中央駅,Namiki-chūō Station,
並木北駅,Namikikita Station,
波野駅,Namino Station,
浪岡駅,Namioka Station,
七飯駅,Nanae Station,
七重浜駅,Nanaehama Station,
七井駅,Nanai Station,
七光台駅,Nanakōdai Station,
七久保駅,Nanakubo Station,
七隈駅,Nanakuma Station,
七尾駅,Nanao Station,
七里駅,Nanasato Station,
七ヶ岳登山口駅,Nanatsugatake-Tozanguchi Station,
七塚駅,Nanatsuka Station,
七ツ屋駅,Nanatsuya Station,
七和駅,Nanawa Station,
南郷駅,Nangō Station,
南郷18丁目駅,Nangō Jūhatchōme Station,
南郷13丁目駅,Nangō Jūsanchōme Station,
南郷7丁目駅,Nangō Nanachōme Station,
なにわ橋駅,Naniwabashi Station,
南蛇井駅,Nanjai Station,
南条駅,Nanjō Station,
南港口駅,Nankōguchi Station,
南港東駅,Nankōhigashi Station,
七日町駅,Nanukamachi Station,
南陽市役所駅,Nan'yō-Shiyakusho Station,
直江駅,Naoe Station,
直江津駅,Naoetsu Station,
直川駅,Naokawa Station,
直見駅,Naomi Station,
奈良駅,Nara Station,
那良口駅,Naraguchi Station,
楢原駅,Narahara Station,
奈良井駅,Narai Station,
習志野駅,Narashino Station,
成岩駅,Narawa Station,
平城山駅,Narayama Station,
成増駅,Narimasu Station,
成田駅,Narita Station,
成田空港駅,Narita Airport Terminal 1 Station,
空港第2ビル駅,Narita Airport Terminal 2·3 Station,
成田湯川駅,Narita Yukawa Station,
成田山駅,Naritasan Station,
鳴石駅,Naruishi Station,
鳴子御殿湯駅,Naruko-Gotenyu Station,
鳴子北駅,Naruko Kita Station,
鳴子温泉駅,Naruko-Onsen Station,
鳴海駅,Narumi Station,
鳴尾・武庫川女子大前駅,Naruo - Mukogawajoshidai-Mae Station,
鳴沢駅,Narusawa Station,
成瀬駅,Naruse Station,
成島駅,Narushima Station,
成島駅,Narushima Station,
鳴滝駅,Narutaki Station,
鳴門駅,Naruto Station,
成東駅,Narutō Station,
那須塩原駅,Nasu-Shiobara Station,
奈多駅,Nata Station,
名手駅,Nate Station,
名取駅,Natori Station,
夏井駅,Natsui Station,
名和駅,Nawa Station,
名和駅,Nawa Station,
名寄駅,Nayoro Station,
名寄高校駅,Nayorokōkō Station,
根府川駅,Nebukawa Station,
根知駅,Nechi Station,
根笠駅,Negasa Station,
根岸駅,Negishi Station,
根岸駅,Negishi Station,
根小屋駅,Negoya Station,
根本駅,Nemoto Station,
根室駅,Nemuro Station,
熱郛駅,Neppu Station,
練馬駅,Nerima Station,
練馬春日町駅,Nerima-Kasugachō Station,
練馬高野台駅,Nerima-Takanodai Station,
根雨駅,Neu Station,
新千歳空港駅,New Chitose Airport Station,
寝屋川公園駅,Neyagawakōen Station,
寝屋川市駅,Neyagawashi Station,
根津駅,Nezu Station,
鼠ヶ関駅,Nezugaseki Station,
丹生駅,Nibu Station,
仁豊野駅,Nibuno Station,
日原駅,Nichihara Station,
日南駅,Nichinan Station,
日前宮駅,Nichizengū Station,
贄川駅,Niekawa Station,
仁方駅,Nigata Station,
苦竹駅,Nigatake Station,
二月田駅,Nigatsuden Station,
仁川駅,Nigawa Station,
二木島駅,Nigishima Station,
賑橋駅,Nigiwaibashi Station,
仁保駅,Niho Station,
日本橋駅,Nihombashi Station,
二本松駅,Nihommatsu Station,
二本木駅,Nihongi Station,
二本木口駅,Nihongiguchi Station,
日本へそ公園駅,Nihon-heso-kōen Station,
日本大通り駅,Nihon-ōdōri Station,
日本ライン今渡駅,Nihonrain-Imawatari Station,
